localidade;municipio;aparelho_pesca;pescado;kg_periodo;n_descargas;n_ups;valor
Litoral Norte;Ubatuba;arrasto-duplo;Trilha;857,90;22,00;13,00;R$ 5.561,90
Litoral Norte;Ubatuba;arrasto-simples;Camarão-legítimo;24,50;5,00;2,00;R$ 888,00
Litoral Norte;Ubatuba;arrasto-simples;Camarão-sete-barbas;1006,00;13,00;2,00;R$ 9.339,00
Litoral Norte;Ubatuba;arrasto-simples;Lula;3,00;1,00;1,00;R$ 36,00
Litoral Norte;Ubatuba;arrasto-simples;Maria-luíza;66,00;4,00;2,00;R$ 198,00
Litoral Norte;Ubatuba;arrasto-simples;Mistura;5,00;1,00;1,00;R$ 25,00
Litoral Norte;Ubatuba;arrasto-simples;Pescada-cambucu;59,00;4,00;1,00;R$ 268,00
Litoral Norte;Ubatuba;arrasto-simples;Pescada-foguete;6,00;1,00;1,00;R$ 60,00
Litoral Norte;Ubatuba;cerco-flutuante;Carapau;2551,50;6,00;2,00;R$ 12.556,00
Litoral Norte;Ubatuba;cerco-flutuante;Cavala;178,00;2,00;2,00;R$ 3.090,00
Litoral Norte;Ubatuba;cerco-flutuante;Espada;140,00;2,00;1,00;R$ 1.460,00
Litoral Norte;Ubatuba;cerco-flutuante;Mistura;20,00;1,00;1,00;R$ 200,00
Litoral Norte;Ubatuba;cerco-flutuante;Pirajica;160,00;1,00;1,00;R$ 800,00
Litoral Norte;Ubatuba;cerco-flutuante;Porco;400,00;1,00;1,00;R$ 2.000,00
Litoral Norte;Ubatuba;cerco-flutuante;Sororoca;500,00;2,00;1,00;R$ 7.000,00
Litoral Norte;Ubatuba;corrico;Cavala;40,00;1,00;1,00;R$ 1.200,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Bagre-amarelo;129,00;10,00;6,00;R$ 1.025,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Bagre-branco;781,00;14,00;6,00;R$ 3.479,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Betara;4254,60;64,00;21,00;R$ 35.209,80
Litoral Norte;Ubatuba;emalhe-de-fundo;Bonitos agrupados;30,60;2,00;1,00;R$ 122,40
Litoral Norte;Ubatuba;emalhe-de-fundo;Cabrinha;3122,50;21,00;8,00;R$ 7.470,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Cação-rola-rola;2551,30;55,00;22,00;R$ 55.080,70
Litoral Norte;Ubatuba;emalhe-de-fundo;Cações agrupados;35,50;2,00;2,00;R$ 432,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Camarão-legítimo;26,50;9,00;4,00;R$ 1.490,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Cambeva;4,60;2,00;1,00;R$ 62,10
Litoral Norte;Ubatuba;emalhe-de-fundo;Caranha;15,00;1,00;1,00;R$ 180,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Carapeba;263,00;7,00;5,00;R$ 778,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Caratinga;60,00;1,00;1,00;R$ 180,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Corvina;171191,80;131,00;32,00;R$ 1.211.413,10
Litoral Norte;Ubatuba;emalhe-de-fundo;Enchova;11,30;2,00;2,00;R$ 428,50
Litoral Norte;Ubatuba;emalhe-de-fundo;Espada;516,70;21,00;11,00;R$ 5.915,60
Litoral Norte;Ubatuba;emalhe-de-fundo;Galo;59,90;5,00;4,00;R$ 653,30
Litoral Norte;Ubatuba;emalhe-de-fundo;Goete;143,00;6,00;4,00;R$ 837,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Gordinho;790,00;16,00;7,00;R$ 2.377,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Guaivira;11655,70;26,00;13,00;R$ 47.645,80
Litoral Norte;Ubatuba;emalhe-de-fundo;Linguado;140,00;11,00;6,00;R$ 1.584,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Machote;703,00;12,00;8,00;R$ 10.799,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Maria-luíza;14,00;1,00;1,00;R$ 28,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Mistura;5135,50;82,00;27,00;R$ 28.701,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Olho-de-cão;10,00;1,00;1,00;R$ 40,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Oveva;540,00;17,00;10,00;R$ 2.439,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Palombeta;159,00;6,00;3,00;R$ 460,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Pampo;142,00;8,00;7,00;R$ 806,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Parambiju;16,00;3,00;2,00;R$ 500,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Pargo-rosa;13,00;1,00;1,00;R$ 130,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Pescada-banana;8,00;1,00;1,00;R$ 40,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Pescada-branca;105,00;9,00;5,00;R$ 1.424,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Pescada-cambucu;908,50;31,00;14,00;R$ 16.182,50
Litoral Norte;Ubatuba;emalhe-de-fundo;Pescada-foguete;12582,00;149,00;36,00;R$ 228.655,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Pirajica;478,00;27,00;8,00;R$ 4.831,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Porco;10,00;1,00;1,00;R$ 50,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Prejereba;10,00;1,00;1,00;R$ 200,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Raias agrupadas;242,00;16,00;1,00;R$ 2.420,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Robalo-flecha;668,50;38,00;13,00;R$ 30.655,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Robalo-peva;98,40;9,00;5,00;R$ 2.838,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Roncador;110,00;6,00;5,00;R$ 300,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Sargo;32,40;6,00;6,00;R$ 446,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Sari-sari;494,30;26,00;9,00;R$ 8.381,50
Litoral Norte;Ubatuba;emalhe-de-fundo;Sernambiguara;58,00;7,00;3,00;R$ 757,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Sororoca;496,00;12,00;8,00;R$ 11.275,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Tainha;56,00;4,00;4,00;R$ 890,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Vermelho-henrique;573,00;29,00;11,00;R$ 16.215,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Viola;783,00;36,00;1,00;R$ 24.960,00
Litoral Norte;Ubatuba;emalhe-de-fundo;Xaréu;8,00;1,00;1,00;R$ 160,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Bagre-branco;20,00;1,00;1,00;R$ 300,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Bonitos agrupados;80,00;1,00;1,00;R$ 200,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Cação-rola-rola;36,00;9,00;1,00;R$ 1.000,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Cavala;22,00;2,00;2,00;R$ 660,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Enchova;20,00;2,00;2,00;R$ 500,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Galo;15,00;1,00;1,00;R$ 225,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Mistura;50,00;2,00;2,00;R$ 250,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Olho-de-boi;10,00;1,00;1,00;R$ 450,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Pirajica;30,00;2,00;2,00;R$ 350,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Prejereba;3,00;1,00;1,00;R$ 90,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Robalo-flecha;9,00;3,00;1,00;R$ 470,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Sororoca;189,00;19,00;5,00;R$ 4.095,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Tainha;156,00;3,00;3,00;R$ 1.595,00
Litoral Norte;Ubatuba;emalhe-de-superfície;Xarelete;15,00;1,00;1,00;R$ 225,00
Litoral Norte;Ubatuba;emalhes-diversos;Agulhão-vela platypterus;20,00;1,00;1,00;R$ 240,00
Litoral Norte;Ubatuba;emalhes-diversos;Anequim;1652,00;21,00;3,00;R$ 34.742,00
Litoral Norte;Ubatuba;emalhes-diversos;Atuns agrupados;110,00;2,00;1,00;R$ 550,00
Litoral Norte;Ubatuba;emalhes-diversos;Bagre-amarelo;160,00;12,00;1,00;R$ 1.550,00
Litoral Norte;Ubatuba;emalhes-diversos;Bagre-branco;377,00;9,00;4,00;R$ 4.680,00
Litoral Norte;Ubatuba;emalhes-diversos;Baiacu;48,00;5,00;2,00;R$ 960,00
Litoral Norte;Ubatuba;emalhes-diversos;Bonito-gaiado;110,00;2,00;2,00;R$ 270,00
Litoral Norte;Ubatuba;emalhes-diversos;Bonito-pintado;310,00;4,00;2,00;R$ 875,00
Litoral Norte;Ubatuba;emalhes-diversos;Bonitos agrupados;100,00;1,00;1,00;R$ 250,00
Litoral Norte;Ubatuba;emalhes-diversos;Cação-rola-rola;967,00;22,00;5,00;R$ 17.992,00
Litoral Norte;Ubatuba;emalhes-diversos;Cambeva;1091,00;23,00;3,00;R$ 22.926,00
Litoral Norte;Ubatuba;emalhes-diversos;Carapau;240,00;3,00;2,00;R$ 3.320,00
Litoral Norte;Ubatuba;emalhes-diversos;Cavala;162,00;13,00;5,00;R$ 3.567,00
Litoral Norte;Ubatuba;emalhes-diversos;Corvina;1762,00;78,00;11,00;R$ 27.127,00
Litoral Norte;Ubatuba;emalhes-diversos;Dourado;299,50;13,00;2,00;R$ 4.229,50
Litoral Norte;Ubatuba;emalhes-diversos;Enchova;155,00;9,00;3,00;R$ 1.971,00
Litoral Norte;Ubatuba;emalhes-diversos;Espada;155,00;12,00;5,00;R$ 1.219,00
Litoral Norte;Ubatuba;emalhes-diversos;Galo;229,00;13,00;5,00;R$ 1.546,00
Litoral Norte;Ubatuba;emalhes-diversos;Guaivira;1076,00;31,00;5,00;R$ 6.568,00
Litoral Norte;Ubatuba;emalhes-diversos;Machote;3765,00;28,00;4,00;R$ 79.006,00
Litoral Norte;Ubatuba;emalhes-diversos;Marimbá;10,00;1,00;1,00;R$ 30,00
Litoral Norte;Ubatuba;emalhes-diversos;Mistura;182,00;10,00;3,00;R$ 1.221,00
Litoral Norte;Ubatuba;emalhes-diversos;Olhete;10,00;1,00;1,00;R$ 200,00
Litoral Norte;Ubatuba;emalhes-diversos;Olho-de-boi;12,00;1,00;1,00;R$ 240,00
Litoral Norte;Ubatuba;emalhes-diversos;Oveva;86,00;6,00;1,00;R$ 755,00
Litoral Norte;Ubatuba;emalhes-diversos;Palombeta;100,00;1,00;1,00;R$ 500,00
Litoral Norte;Ubatuba;emalhes-diversos;Pampo;125,00;5,00;4,00;R$ 735,00
Litoral Norte;Ubatuba;emalhes-diversos;Pampo-galhudo;329,00;13,00;3,00;R$ 1.645,00
Litoral Norte;Ubatuba;emalhes-diversos;Parambiju;7,00;1,00;1,00;R$ 210,00
Litoral Norte;Ubatuba;emalhes-diversos;Parati;148,00;8,00;3,00;R$ 2.145,00
Litoral Norte;Ubatuba;emalhes-diversos;Pescada-cambucu;17,00;2,00;2,00;R$ 425,00
Litoral Norte;Ubatuba;emalhes-diversos;Pescada-foguete;96,00;10,00;3,00;R$ 2.400,00
Litoral Norte;Ubatuba;emalhes-diversos;Pirajica;207,00;7,00;4,00;R$ 1.870,00
Litoral Norte;Ubatuba;emalhes-diversos;Porco;10,00;1,00;1,00;R$ 50,00
Litoral Norte;Ubatuba;emalhes-diversos;Prejereba;463,00;24,00;3,00;R$ 7.461,00
Litoral Norte;Ubatuba;emalhes-diversos;Robalo-flecha;10,00;2,00;2,00;R$ 500,00
Litoral Norte;Ubatuba;emalhes-diversos;Sargo;4,00;1,00;1,00;R$ 60,00
Litoral Norte;Ubatuba;emalhes-diversos;Sari-sari;100,00;3,00;1,00;R$ 2.770,00
Litoral Norte;Ubatuba;emalhes-diversos;Sernambiguara;28,00;3,00;3,00;R$ 344,00
Litoral Norte;Ubatuba;emalhes-diversos;Sororoca;1896,00;28,00;8,00;R$ 31.240,00
Litoral Norte;Ubatuba;emalhes-diversos;Tainha;2217,00;18,00;14,00;R$ 28.256,00
Litoral Norte;Ubatuba;emalhes-diversos;Vermelho-henrique;39,00;4,00;3,00;R$ 1.210,00
Litoral Norte;Ubatuba;emalhes-diversos;Xarelete;297,00;11,00;4,00;R$ 2.995,00
Litoral Norte;Ubatuba;emalhes-diversos;Xaréu;174,00;8,00;4,00;R$ 1.828,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Anequim;548,00;6,00;5,00;R$ 11.016,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Bagre-branco;35,00;1,00;1,00;R$ 350,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Baiacu;25,00;1,00;1,00;R$ 500,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Cação-rola-rola;30,00;1,00;1,00;R$ 570,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Cambeva;61,00;3,00;3,00;R$ 1.206,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Corvina;8,00;1,00;1,00;R$ 160,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Dourado;281,00;7,00;6,00;R$ 4.825,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Machote;489,00;9,00;6,00;R$ 12.154,00
Litoral Norte;Ubatuba;espinhel-de-superfície-costeiro;Prejereba;159,00;6,00;3,00;R$ 5.060,00
Litoral Norte;Ubatuba;linha-de-mão;Baiacu;40,00;1,00;1,00;R$ 400,00
Litoral Norte;Ubatuba;linha-de-mão;Betara;7,00;1,00;1,00;R$ 35,00
Litoral Norte;Ubatuba;linha-de-mão;Corvina;27,00;2,00;2,00;R$ 246,00
Litoral Norte;Ubatuba;linha-de-mão;Dourado;15,00;1,00;1,00;R$ 255,00
Litoral Norte;Ubatuba;linha-de-mão;Enchova;80,00;2,00;1,00;R$ 1.320,00
Litoral Norte;Ubatuba;linha-de-mão;Espada;415,00;6,00;5,00;R$ 5.620,00
Litoral Norte;Ubatuba;linha-de-mão;Garoupa;22,00;2,00;2,00;R$ 765,00
Litoral Norte;Ubatuba;linha-de-mão;Namorado;17,00;1,00;1,00;R$ 595,00
Litoral Norte;Ubatuba;linha-de-mão;Olhete;60,00;1,00;1,00;R$ 1.080,00
Litoral Norte;Ubatuba;linha-de-mão;Olho-de-boi;10,00;1,00;1,00;R$ 200,00
Litoral Norte;Ubatuba;linha-de-mão;Olho-de-cão;12,00;1,00;1,00;R$ 48,00
Litoral Norte;Ubatuba;linha-de-mão;Porco;892,00;15,00;7,00;R$ 12.495,00
Litoral Norte;Ubatuba;linha-de-mão;Porco-chinelo;165,00;2,00;1,00;R$ 3.300,00
Litoral Norte;Ubatuba;linha-de-mão;Prejereba;12,00;1,00;1,00;R$ 192,00
Litoral Norte;Ubatuba;linha-de-mão;Vermelho-henrique;10,00;2,00;2,00;R$ 332,00
Litoral Norte;Ubatuba;linha-de-mão;Xarelete;15,00;1,00;1,00;R$ 225,00
Litoral Norte;Ubatuba;puçá;Porco;403,00;2,00;1,00;R$ 6.045,00
Litoral Norte;Ubatuba;zangarelho;Lula;448,00;10,00;3,00;R$ 17.920,00
