localidade;municipio;aparelho_pesca;pescado;kg_periodo;n_descargas;n_ups;valor
Litoral Norte;Ilhabela;cerco-flutuante;Agulha;3292,50;56,00;11,00;R$ 14.480,50
Litoral Norte;Ilhabela;cerco-flutuante;Bicuda;215,50;17,00;8,00;R$ 1.913,00
Litoral Norte;Ilhabela;cerco-flutuante;Bonito-cachorra;2538,50;22,00;8,00;R$ 6.573,50
Litoral Norte;Ilhabela;cerco-flutuante;Bonito-pintado;5744,20;41,00;10,00;R$ 22.277,30
Litoral Norte;Ilhabela;cerco-flutuante;Cações agrupados;60,45;8,00;4,00;R$ 655,50
Litoral Norte;Ilhabela;cerco-flutuante;Carapau;15977,50;92,00;12,00;R$ 203.679,50
Litoral Norte;Ilhabela;cerco-flutuante;Cavala;1772,50;47,00;10,00;R$ 35.954,50
Litoral Norte;Ilhabela;cerco-flutuante;Corvina;6,00;2,00;2,00;R$ 54,00
Litoral Norte;Ilhabela;cerco-flutuante;Dourado;2,50;1,00;1,00;R$ 25,00
Litoral Norte;Ilhabela;cerco-flutuante;Enchova;50,30;10,00;6,00;R$ 973,50
Litoral Norte;Ilhabela;cerco-flutuante;Espada;50129,40;167,00;13,00;R$ 364.373,00
Litoral Norte;Ilhabela;cerco-flutuante;Galo;80,50;10,00;6,00;R$ 424,00
Litoral Norte;Ilhabela;cerco-flutuante;Gordinho;814,00;2,00;1,00;R$ 4.855,00
Litoral Norte;Ilhabela;cerco-flutuante;Guaivira;244,00;12,00;4,00;R$ 1.454,00
Litoral Norte;Ilhabela;cerco-flutuante;Lula;1252,90;65,00;10,00;R$ 51.384,00
Litoral Norte;Ilhabela;cerco-flutuante;Mistura;1574,00;84,00;11,00;R$ 7.981,50
Litoral Norte;Ilhabela;cerco-flutuante;Olho-de-boi;430,50;11,00;5,00;R$ 14.440,00
Litoral Norte;Ilhabela;cerco-flutuante;Olho-de-cão;64,00;13,00;6,00;R$ 357,00
Litoral Norte;Ilhabela;cerco-flutuante;Oveva;17,00;1,00;1,00;R$ 85,00
Litoral Norte;Ilhabela;cerco-flutuante;Palombeta;280,50;11,00;5,00;R$ 1.153,00
Litoral Norte;Ilhabela;cerco-flutuante;Pampo;35,50;6,00;4,00;R$ 319,00
Litoral Norte;Ilhabela;cerco-flutuante;Pampo-galhudo;3,00;1,00;1,00;R$ 15,00
Litoral Norte;Ilhabela;cerco-flutuante;Paru;132,00;4,00;4,00;R$ 541,00
Litoral Norte;Ilhabela;cerco-flutuante;Peixe-voador;21,00;1,00;1,00;R$ 84,00
Litoral Norte;Ilhabela;cerco-flutuante;Pescada-branca;14,50;4,00;2,00;R$ 397,50
Litoral Norte;Ilhabela;cerco-flutuante;Pescada-cambucu;17,00;3,00;3,00;R$ 380,00
Litoral Norte;Ilhabela;cerco-flutuante;Pirajica;1123,30;35,00;10,00;R$ 6.929,70
Litoral Norte;Ilhabela;cerco-flutuante;Polvo;0,70;1,00;1,00;R$ 21,00
Litoral Norte;Ilhabela;cerco-flutuante;Porco-chinelo;2615,80;41,00;11,00;R$ 36.023,00
Litoral Norte;Ilhabela;cerco-flutuante;Robalo-flecha;4,00;2,00;2,00;R$ 135,00
Litoral Norte;Ilhabela;cerco-flutuante;Sabão;21,00;1,00;1,00;R$ 105,00
Litoral Norte;Ilhabela;cerco-flutuante;Sardinha-bandeira;545,00;8,00;4,00;R$ 1.523,00
Litoral Norte;Ilhabela;cerco-flutuante;Sernambiguara;17,00;1,00;1,00;R$ 306,00
Litoral Norte;Ilhabela;cerco-flutuante;Sororoca;19443,80;138,00;12,00;R$ 283.209,00
Litoral Norte;Ilhabela;cerco-flutuante;Tainha;252,50;16,00;5,00;R$ 2.865,50
Litoral Norte;Ilhabela;cerco-flutuante;Vermelho-henrique;16,10;5,00;3,00;R$ 470,50
Litoral Norte;Ilhabela;cerco-flutuante;Xarelete;134,00;2,00;2,00;R$ 2.680,00
Litoral Norte;Ilhabela;cerco-flutuante;Xaréu;525,50;14,00;10,00;R$ 4.222,00
Litoral Norte;Ilhabela;cerco-flutuante;Xaréu-branco;116,50;8,00;5,00;R$ 2.960,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Abrótea;1,00;1,00;1,00;R$ 12,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Bagre-branco;226,20;9,00;5,00;R$ 1.579,90
Litoral Norte;Ilhabela;emalhe-de-fundo;Betara;78,40;8,00;5,00;R$ 899,20
Litoral Norte;Ilhabela;emalhe-de-fundo;Bicuda;1,90;1,00;1,00;R$ 19,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Bonito-pintado;22,00;2,00;1,00;R$ 93,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Cabrinha;85,50;5,00;2,00;R$ 624,50
Litoral Norte;Ilhabela;emalhe-de-fundo;Cações agrupados;442,39;28,00;12,00;R$ 5.367,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Camarão-legítimo;0,50;1,00;1,00;R$ 25,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Cambeva;100,00;1,00;1,00;R$ 1.000,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Carapau;38,30;4,00;4,00;R$ 575,10
Litoral Norte;Ilhabela;emalhe-de-fundo;Carapeba;16,00;1,00;1,00;R$ 80,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Corvina;4732,50;56,00;15,00;R$ 55.950,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Enchova;466,30;13,00;6,00;R$ 8.618,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Goete;3,50;2,00;2,00;R$ 28,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Guaivira;304,80;13,00;6,00;R$ 1.524,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Linguado;1,00;1,00;1,00;R$ 20,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Machote;47,00;2,00;1,00;R$ 846,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Mistura;312,50;26,00;11,00;R$ 1.758,50
Litoral Norte;Ilhabela;emalhe-de-fundo;Olhete;1,00;1,00;1,00;R$ 20,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Olho-de-boi;3,50;1,00;1,00;R$ 87,50
Litoral Norte;Ilhabela;emalhe-de-fundo;Olho-de-cão;14,00;3,00;3,00;R$ 80,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Pampo;5,00;1,00;1,00;R$ 35,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Pampo-galhudo;11,20;3,00;2,00;R$ 80,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Paru;68,00;2,00;2,00;R$ 328,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Pescada-amarela;1232,00;19,00;6,00;R$ 21.243,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Pescada-branca;29,70;6,00;4,00;R$ 529,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Pescada-cambucu;17,20;3,00;3,00;R$ 410,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Pescadas agrupadas;44,80;8,00;3,00;R$ 768,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Pirajica;58,00;6,00;4,00;R$ 278,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Polvo;2,00;1,00;1,00;R$ 60,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Porco-chinelo;1,50;1,00;1,00;R$ 15,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Sororoca;81,00;8,00;5,00;R$ 1.215,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Tainha;16,00;3,00;3,00;R$ 160,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Vermelho-henrique;82,50;9,00;5,00;R$ 1.916,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Xarelete;11,00;1,00;1,00;R$ 220,00
Litoral Norte;Ilhabela;emalhe-de-fundo;Xaréu;27,50;5,00;4,00;R$ 275,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Bicuda;33,90;6,00;2,00;R$ 366,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Bonito-cachorra;9,00;1,00;1,00;R$ 27,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Bonito-pintado;293,00;12,00;5,00;R$ 2.238,25
Litoral Norte;Ilhabela;emalhe-de-superfície;Bonitos agrupados;134,00;11,00;3,00;R$ 966,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Cações agrupados;182,00;13,00;8,00;R$ 2.461,50
Litoral Norte;Ilhabela;emalhe-de-superfície;Carapau;183,00;7,00;5,00;R$ 2.718,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Carapeba;32,00;1,00;1,00;R$ 160,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Cavala;2,00;1,00;1,00;R$ 60,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Dourado;1,00;1,00;1,00;R$ 18,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Enchova;513,80;56,00;14,00;R$ 10.347,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Espada;82,00;9,00;6,00;R$ 639,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Galo;27,00;2,00;2,00;R$ 135,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Guaivira;161,50;22,00;6,00;R$ 856,50
Litoral Norte;Ilhabela;emalhe-de-superfície;Machote;4,00;1,00;1,00;R$ 60,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Marimbá;1,00;1,00;1,00;R$ 5,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Mistura;234,00;28,00;12,00;R$ 1.330,50
Litoral Norte;Ilhabela;emalhe-de-superfície;Olhete;5,00;2,00;2,00;R$ 100,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Olho-de-boi;78,50;5,00;3,00;R$ 2.260,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Olho-de-cão;5,00;2,00;1,00;R$ 25,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Pampo;147,00;3,00;3,00;R$ 964,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Pampo-galhudo;311,00;2,00;2,00;R$ 1.555,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Parambiju;29,00;1,00;1,00;R$ 1.305,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Paru;1561,00;8,00;4,00;R$ 6.819,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Pirajica;479,00;33,00;7,00;R$ 4.426,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Porco-chinelo;969,00;6,00;3,00;R$ 12.717,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Prejereba;3,00;1,00;1,00;R$ 45,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Robalo-flecha;1,50;1,00;1,00;R$ 67,50
Litoral Norte;Ilhabela;emalhe-de-superfície;Sernambiguara;9,00;1,00;1,00;R$ 135,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Sororoca;1043,50;46,00;14,00;R$ 16.713,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Tainha;490,50;43,00;10,00;R$ 7.630,50
Litoral Norte;Ilhabela;emalhe-de-superfície;Vermelho-henrique;11,30;4,00;3,00;R$ 324,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Xarelete;60,00;9,00;6,00;R$ 952,50
Litoral Norte;Ilhabela;emalhe-de-superfície;Xaréu;212,40;27,00;12,00;R$ 2.297,00
Litoral Norte;Ilhabela;emalhe-de-superfície;Xaréu-branco;477,00;9,00;6,00;R$ 9.024,00
Litoral Norte;Ilhabela;emalhes-diversos;Cações agrupados;79,30;2,00;2,00;R$ 915,00
Litoral Norte;Ilhabela;emalhes-diversos;Carapau;22,00;1,00;1,00;R$ 176,00
Litoral Norte;Ilhabela;emalhes-diversos;Enchova;51,00;6,00;6,00;R$ 1.016,00
Litoral Norte;Ilhabela;emalhes-diversos;Espada;66,00;4,00;3,00;R$ 363,00
Litoral Norte;Ilhabela;emalhes-diversos;Guaivira;88,00;5,00;3,00;R$ 470,00
Litoral Norte;Ilhabela;emalhes-diversos;Marimbá;3,00;1,00;1,00;R$ 21,00
Litoral Norte;Ilhabela;emalhes-diversos;Mistura;28,00;2,00;2,00;R$ 140,00
Litoral Norte;Ilhabela;emalhes-diversos;Olho-de-cão;8,00;1,00;1,00;R$ 40,00
Litoral Norte;Ilhabela;emalhes-diversos;Pampo;5,80;1,00;1,00;R$ 40,60
Litoral Norte;Ilhabela;emalhes-diversos;Pampo-galhudo;7,00;1,00;1,00;R$ 49,00
Litoral Norte;Ilhabela;emalhes-diversos;Pirajica;44,00;3,00;2,00;R$ 392,00
Litoral Norte;Ilhabela;emalhes-diversos;Porco;15,00;1,00;1,00;R$ 150,00
Litoral Norte;Ilhabela;emalhes-diversos;Prejereba;3,00;1,00;1,00;R$ 54,00
Litoral Norte;Ilhabela;emalhes-diversos;Sororoca;1055,00;16,00;7,00;R$ 17.749,00
Litoral Norte;Ilhabela;emalhes-diversos;Tainha;2004,00;10,00;7,00;R$ 29.411,00
Litoral Norte;Ilhabela;emalhes-diversos;Vermelho-henrique;33,80;3,00;2,00;R$ 676,00
Litoral Norte;Ilhabela;emalhes-diversos;Xarelete;55,00;3,00;1,00;R$ 275,00
Litoral Norte;Ilhabela;emalhes-diversos;Xaréu;17,00;1,00;1,00;R$ 170,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Abrótea;7,00;1,00;1,00;R$ 70,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Bagre-branco;627,00;5,00;2,00;R$ 4.260,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Betara;5,00;1,00;1,00;R$ 40,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Cabrinha;4,00;1,00;1,00;R$ 28,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Cações agrupados;55,20;3,00;2,00;R$ 552,50
Litoral Norte;Ilhabela;espinhel-de-fundo;Corvina;822,00;3,00;2,00;R$ 8.587,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Enchova;25,00;1,00;1,00;R$ 500,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Espada;18,00;1,00;1,00;R$ 180,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Garoupa;62,00;2,00;2,00;R$ 1.768,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Goete;16,00;1,00;1,00;R$ 128,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Mistura;24,00;1,00;1,00;R$ 168,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Parambiju;30,00;1,00;1,00;R$ 750,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Pescada-cambucu;8,00;1,00;1,00;R$ 200,00
Litoral Norte;Ilhabela;espinhel-de-fundo;Prejereba;3,00;1,00;1,00;R$ 54,00
Litoral Norte;Ilhabela;linha-de-mão;Enchova;229,00;2,00;2,00;R$ 4.580,00
Litoral Norte;Ilhabela;linha-de-mão;Espada;5,00;1,00;1,00;R$ 35,00
Litoral Norte;Ilhabela;linha-de-mão;Garoupa;207,50;5,00;3,00;R$ 5.109,50
Litoral Norte;Ilhabela;linha-de-mão;Olho-de-boi;33,00;1,00;1,00;R$ 990,00
Litoral Norte;Ilhabela;linha-de-mão;Sororoca;17,00;1,00;1,00;R$ 255,00
Litoral Norte;Ilhabela;linha-de-mão;Xaréu-branco;20,00;1,00;1,00;R$ 300,00
Litoral Norte;Ilhabela;zangarelho;Lula;454,90;28,00;12,00;R$ 18.347,00
Litoral Norte;Ilhabela;;;0,00;1,00;1,00;R$ 0,00
Litoral Sul;Ilha Comprida;cerco-fixo;Bagre-branco;6,00;1,00;1,00;R$ 24,00
Litoral Sul;Ilha Comprida;cerco-fixo;Corvina;10,00;1,00;1,00;R$ 60,00
Litoral Sul;Ilha Comprida;cerco-fixo;Guaivira;9,00;1,00;1,00;R$ 31,50
Litoral Sul;Ilha Comprida;cerco-fixo;Mistura;33,00;2,00;1,00;R$ 66,00
Litoral Sul;Ilha Comprida;cerco-fixo;Robalo-flecha;13,00;1,00;1,00;R$ 390,00
Litoral Sul;Ilha Comprida;cerco-fixo;Robalo-peva;12,00;1,00;1,00;R$ 180,00
Litoral Sul;Ilha Comprida;cerco-fixo;Tainha;700,00;12,00;4,00;R$ 4.497,50
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Bagre-amarelo;32,50;6,00;4,00;R$ 79,85
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Bagre-branco;1261,80;102,00;25,00;R$ 5.953,10
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Betara;1116,90;77,00;17,00;R$ 3.948,35
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Cações agrupados;767,90;77,00;13,00;R$ 7.170,40
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Carapeba;43,20;3,00;2,00;R$ 151,20
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Corvina;2676,10;193,00;31,00;R$ 16.524,90
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Enchova;4,00;2,00;1,00;R$ 32,00
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Espada;250,20;62,00;14,00;R$ 525,55
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Galo;68,70;4,00;4,00;R$ 158,90
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Garoupa;4,30;2,00;1,00;R$ 86,00
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Linguado;31,80;2,00;2,00;R$ 636,00
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Mistura;1388,50;162,00;19,00;R$ 2.809,35
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Oveva;382,40;16,00;7,00;R$ 1.273,40
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Paru;290,80;11,00;7,00;R$ 853,15
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Pescada-amarela;299,30;28,00;9,00;R$ 8.716,90
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Pescada-banana;191,00;15,00;4,00;R$ 1.395,00
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Pescada-branca;104,30;13,00;6,00;R$ 1.225,20
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Pescada-cambucu;45,50;8,00;5,00;R$ 682,50
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Pescada-dentão;1114,60;118,00;21,00;R$ 14.239,80
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Pescada-foguete;11104,10;321,00;26,00;R$ 94.512,10
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Porco;0,40;1,00;1,00;R$ 0,60
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Prejereba;175,90;34,00;12,00;R$ 2.475,10
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Robalo-flecha;197,80;18,00;11,00;R$ 5.711,50
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Robalo-peva;520,40;101,00;21,00;R$ 8.103,00
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Sargo;14,90;2,00;1,00;R$ 29,80
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Sari-sari;2481,60;133,00;14,00;R$ 7.454,35
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Sororoca;7,20;2,00;1,00;R$ 57,60
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Tainha;20,00;6,00;1,00;R$ 160,00
Litoral Sul;Ilha Comprida;emalhe-de-fundo;Xaréu;16,50;1,00;1,00;R$ 82,50
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Bagre-branco;7,70;2,00;2,00;R$ 38,50
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Guaivira;455,80;31,00;10,00;R$ 2.002,35
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Oveva;21,00;1,00;1,00;R$ 73,50
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Parati;177,30;8,00;4,00;R$ 670,25
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Pescada-dentão;6,00;1,00;1,00;R$ 72,00
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Prejereba;2,40;1,00;1,00;R$ 28,80
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Sororoca;584,10;29,00;15,00;R$ 5.362,00
Litoral Sul;Ilha Comprida;emalhe-de-superfície;Tainha;4424,20;110,00;23,00;R$ 33.778,30
Litoral Sul;Ilha Comprida;emalhes-diversos;Bagre-branco;123,00;9,00;4,00;R$ 875,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Betara;20,00;3,00;2,00;R$ 77,50
Litoral Sul;Ilha Comprida;emalhes-diversos;Camarão-gigante-da-Malásia;4,00;2,00;1,00;R$ 80,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Carapeba;330,00;4,00;2,00;R$ 3.150,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Corvina;191,00;15,00;7,00;R$ 1.869,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Espada;33,00;5,00;3,00;R$ 264,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Guaivira;23,00;3,00;2,00;R$ 80,50
Litoral Sul;Ilha Comprida;emalhes-diversos;Mandi;15,00;3,00;1,00;R$ 75,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Mistura;9,00;1,00;1,00;R$ 18,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Parati;187,00;7,00;6,00;R$ 462,50
Litoral Sul;Ilha Comprida;emalhes-diversos;Pescada-branca;16,00;2,00;1,00;R$ 216,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Pescada-cambucu;6,60;1,00;1,00;R$ 132,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Pescada-dentão;16,60;2,00;2,00;R$ 324,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Pescada-foguete;100,00;4,00;3,00;R$ 907,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Robalo-peva;124,00;6,00;4,00;R$ 3.430,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Sororoca;29,00;2,00;2,00;R$ 290,00
Litoral Sul;Ilha Comprida;emalhes-diversos;Tainha;443,60;22,00;13,00;R$ 3.937,55
Litoral Sul;Ilha Comprida;emalhes-diversos;Traíra;5,00;1,00;1,00;R$ 25,00
Litoral Sul;Ilha Comprida;espinhéis-diversos;Bagre-branco;185,00;3,00;1,00;R$ 1.062,00
Litoral Sul;Ilha Comprida;espinhel-de-fundo;Bagre-branco;188,00;5,00;2,00;R$ 1.018,00
Litoral Sul;Ilha Comprida;extrativismo;Ostra;58,10;2,00;1,00;R$ 560,00
Litoral Sul;Ilha Comprida;gerival;Camarão-estuarino;59,81;27,00;4,00;R$ 5.214,00
Litoral Sul;Ilha Comprida;tarrafa;Corvina;6,10;2,00;1,00;R$ 36,60
Litoral Sul;Ilha Comprida;tarrafa;Parati;2,50;1,00;1,00;R$ 7,50
Litoral Sul;Ilha Comprida;tarrafa;Tainha;441,70;13,00;1,00;R$ 2.430,15
Litoral Sul;Ilha Comprida;vara-de-pesca;Bagre-branco;2,00;1,00;1,00;R$ 10,00
Litoral Sul;Ilha Comprida;vara-de-pesca;Robalo-peva;15,00;1,00;1,00;R$ 300,00
Litoral Centro;Itanhaém;arrasto-de-mão;Sari-sari;3000,00;1,00;1,00;R$ 2.250,00
Litoral Centro;Itanhaém;arrasto-duplo;Bagre-amarelo;338,00;54,00;12,00;R$ 5.070,00
Litoral Centro;Itanhaém;arrasto-duplo;Betara;65,00;11,00;8,00;R$ 1.203,00
Litoral Centro;Itanhaém;arrasto-duplo;Camarão-legítimo;195,90;89,00;11,00;R$ 19.590,00
Litoral Centro;Itanhaém;arrasto-duplo;Camarão-sete-barbas;24345,30;201,00;16,00;R$ 641.178,00
Litoral Centro;Itanhaém;arrasto-duplo;Espada;6,50;3,00;3,00;R$ 115,50
Litoral Centro;Itanhaém;arrasto-duplo;Lula-branca;4,70;3,00;2,00;R$ 117,50
Litoral Centro;Itanhaém;arrasto-duplo;Maria-luíza;52,00;10,00;9,00;R$ 730,00
Litoral Centro;Itanhaém;arrasto-duplo;Mistura;340,50;80,00;14,00;R$ 5.097,50
Litoral Centro;Itanhaém;arrasto-duplo;Oveva;423,50;60,00;12,00;R$ 6.352,50
Litoral Centro;Itanhaém;arrasto-duplo;Pescada-banana;25,50;5,00;4,00;R$ 680,00
Litoral Centro;Itanhaém;arrasto-simples;Bagre-amarelo;22,50;4,00;3,00;R$ 337,50
Litoral Centro;Itanhaém;arrasto-simples;Betara;8,00;1,00;1,00;R$ 152,00
Litoral Centro;Itanhaém;arrasto-simples;Camarão-legítimo;10,30;16,00;6,00;R$ 1.030,00
Litoral Centro;Itanhaém;arrasto-simples;Camarão-sete-barbas;2227,70;128,00;6,00;R$ 58.932,50
Litoral Centro;Itanhaém;arrasto-simples;Lula;0,90;2,00;1,00;R$ 22,50
Litoral Centro;Itanhaém;arrasto-simples;Lula-branca;0,20;2,00;1,00;R$ 5,00
Litoral Centro;Itanhaém;arrasto-simples;Maria-luíza;17,00;4,00;2,00;R$ 255,00
Litoral Centro;Itanhaém;arrasto-simples;Mistura;152,70;67,00;6,00;R$ 2.291,50
Litoral Centro;Itanhaém;arrasto-simples;Oveva;27,00;4,00;2,00;R$ 405,00
Litoral Centro;Itanhaém;arrasto-simples;Pescada-banana;16,00;6,00;3,00;R$ 470,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Bagre-amarelo;14,50;3,00;2,00;R$ 217,50
Litoral Centro;Itanhaém;emalhe-de-fundo;Betara;13,00;2,00;2,00;R$ 234,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Cação-rola-rola;23,65;4,00;1,00;R$ 538,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Camarão-legítimo;3,70;2,00;1,00;R$ 185,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Corvina;697,80;47,00;3,00;R$ 13.534,10
Litoral Centro;Itanhaém;emalhe-de-fundo;Enchova;3,00;2,00;1,00;R$ 79,50
Litoral Centro;Itanhaém;emalhe-de-fundo;Espada;28,40;6,00;3,00;R$ 500,20
Litoral Centro;Itanhaém;emalhe-de-fundo;Gordinho;5,60;4,00;3,00;R$ 90,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Guaivira;111,30;6,00;4,00;R$ 2.731,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Mistura;5,00;1,00;1,00;R$ 75,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Oveva;995,30;53,00;6,00;R$ 16.102,50
Litoral Centro;Itanhaém;emalhe-de-fundo;Pescada-amarela;64,50;3,00;2,00;R$ 1.488,50
Litoral Centro;Itanhaém;emalhe-de-fundo;Pescada-banana;75,80;5,00;2,00;R$ 1.964,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Pescada-branca;147,00;8,00;3,00;R$ 3.525,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Pescada-cambucu;89,30;5,00;3,00;R$ 3.079,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Pescada-dentão;45,00;2,00;2,00;R$ 1.100,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Pescada-foguete;884,50;36,00;4,00;R$ 19.364,90
Litoral Centro;Itanhaém;emalhe-de-fundo;Porco;35,70;3,00;2,00;R$ 720,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Prejereba;16,30;6,00;2,00;R$ 520,50
Litoral Centro;Itanhaém;emalhe-de-fundo;Robalo-peva;77,10;8,00;2,00;R$ 2.576,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Sari-sari;144,10;16,00;2,00;R$ 2.882,00
Litoral Centro;Itanhaém;emalhe-de-fundo;Sororoca;131,70;16,00;4,00;R$ 3.701,00
